Acidez Fija;Acidez Volatil;Acido Citrico;Azucares Residuales;pH;Sulfatos;Alcohol;Calidad;Tipo
8;0.23;0.35;9.2;3.09;0.56;9.5;7;Blanco
7.6;0.2;0.31;1.4;3.43;0.53;10.1;6;Blanco
6.3;0.41;0.3;3.2;3.53;0.79;11.7;7;Blanco
8.3;0.49;0.43;2.5;3.23;0.47;10.7;6;Blanco
6.3;0.41;0.3;3.2;3.53;0.79;11.7;7;Blanco
7.6;0.2;0.26;4.5;3.15;0.42;9.2;5;Blanco
7.5;0.26;0.26;18.35;3.17;0.39;8.8;5;Blanco
7.5;0.26;0.26;18.35;3.17;0.39;8.8;5;Blanco
6.8;0.27;0.35;7.8;3.24;0.43;9.5;6;Blanco
6.8;0.28;0.37;7;3.57;0.55;10.2;5;Blanco
8.4;0.2;0.27;6.3;3.25;0.5;9.1;6;Blanco
7.9;0.33;0.26;1.2;3.19;0.54;10.5;6;Blanco
7.5;0.38;0.5;12.8;3.09;0.46;9;6;Blanco
7.6;0.2;0.3;14.2;3.14;0.46;8.9;8;Blanco
7.6;0.2;0.3;14.2;3.14;0.46;8.9;8;Blanco
7.6;0.2;0.3;14.2;3.14;0.46;8.9;8;Blanco
7.6;0.2;0.3;14.2;3.14;0.46;8.9;8;Blanco
7.6;0.2;0.3;14.2;3.14;0.46;8.9;8;Blanco
8.1;0.19;0.58;16.65;3.2;0.62;9.1;6;Blanco
7.6;0.16;0.41;1.9;3.2;0.53;10.1;6;Blanco
8.1;0.22;0.28;7.7;3.12;0.55;10;5;Blanco
8;0.22;0.32;10.4;3.11;0.53;9.5;6;Blanco
7.1;0.33;0.3;3.3;3.08;0.31;12.3;7;Blanco
6.4;0.43;0.27;1.1;3.24;0.52;9.1;4;Blanco
7.6;0.2;0.3;14.2;3.14;0.46;8.9;8;Blanco
7;0.12;0.28;6.3;3.5;0.44;9.6;5;Blanco
7.4;0.3;0.22;5.25;3.13;0.45;11.6;6;Blanco
7;0.28;0.33;14.6;3.34;0.67;8.8;6;Blanco
8.4;0.2;0.38;11.8;3.34;0.82;8.9;6;Blanco
7;0.28;0.33;14.6;3.34;0.67;8.8;6;Blanco
8.4;0.2;0.38;11.8;3.34;0.82;8.9;6;Blanco
8.4;0.2;0.38;11.8;3.34;0.82;8.9;6;Blanco
7.3;0.18;0.31;17.3;3.13;0.46;9;6;Blanco
6.8;0.31;0.09;1.4;3.19;0.46;10;5;Blanco
6.7;0.31;0.08;1.3;3.18;0.46;10;5;Blanco
7.6;0.17;0.35;1.6;3.36;0.69;11.1;6;Blanco
7.4;0.3;0.22;5.25;3.13;0.45;11.6;6;Blanco
7.4;0.26;0.31;2.4;3.42;0.68;10.6;6;Blanco
7;0.28;0.33;14.6;3.34;0.67;8.8;6;Blanco
8.4;0.2;0.38;11.8;3.34;0.82;8.9;6;Blanco
5.6;0.18;0.31;1.5;3.34;0.58;10.1;6;Blanco
7.2;0.15;0.39;1.8;3.52;0.47;10;5;Blanco
8;0.4;0.33;7.7;3.18;0.41;12.2;7;Blanco
7;0.25;0.56;2;3.23;0.53;11;6;Blanco
7.2;0.15;0.39;1.8;3.52;0.47;10;5;Blanco
6.8;0.18;0.46;1.4;3.37;0.45;11.1;5;Blanco
6.6;0.32;0.22;16.7;3.22;0.67;10.4;6;Blanco
9;0.55;0.3;8.1;2.94;0.36;11.8;5;Blanco
6.9;0.19;0.39;8;3.11;0.66;10.8;6;Blanco
6.3;0.41;0.33;4.7;3.3;0.38;12.5;7;Blanco
9;0.55;0.3;8.1;2.94;0.36;11.8;5;Blanco
7;0.2;0.34;2.1;3.25;0.46;11.6;7;Blanco
6.6;0.32;0.22;16.7;3.22;0.67;10.4;6;Blanco
7.7;0.26;0.34;6.4;3.19;0.7;11.5;6;Blanco
6.3;0.21;0.28;1.5;3.23;0.42;10.1;6;Blanco
7.6;0.34;0.39;7.6;3.11;0.53;9.2;6;Blanco
6.3;0.21;0.28;1.5;3.23;0.42;10.1;6;Blanco
8;0.43;0.4;12.4;3.07;0.64;9.2;5;Blanco
7.5;0.3;0.71;1.3;3.08;0.42;8.9;5;Blanco
6.4;0.26;0.4;1.7;3.09;0.54;10.1;5;Blanco
6.9;0.32;0.15;8.1;3.13;0.45;8.9;5;Blanco
8.9;0.21;0.34;7.1;3.1;0.45;9.7;6;Blanco
7.6;0.34;0.39;7.6;3.11;0.53;9.2;6;Blanco
9.5;0.42;0.41;2.3;3.06;0.52;11;6;Blanco
7.6;0.29;0.26;6.5;3.14;0.47;10.7;5;Blanco
6.5;0.25;0.2;1.4;3.24;0.54;10.8;6;Blanco
7.2;0.23;0.33;12.7;3.41;0.4;9.8;5;Blanco
7.9;0.35;0.36;1.6;3.25;0.48;11;5;Blanco
8.8;0.2;0.28;1.1;2.97;0.35;10.4;5;Blanco
5.7;0.27;0.32;1.2;3.8;0.41;10.2;6;Blanco
7.6;0.29;0.26;6.5;3.14;0.47;10.7;5;Blanco
5.5;0.14;0.27;4.6;3.34;0.44;9;5;Blanco
8.7;0.24;0.35;0.6;3.08;0.38;10.6;5;Blanco
6.7;0.3;0.45;10.6;3.22;0.59;9.5;6;Blanco
5.5;0.14;0.27;4.6;3.34;0.44;9;5;Blanco
5.6;0.13;0.27;4.8;3.34;0.45;9.2;6;Blanco
7.4;0.18;0.34;2.7;2.97;0.53;11;6;Blanco
5.7;0.385;0.04;12.6;3.28;0.63;9.9;6;Blanco
8.7;0.24;0.35;0.6;3.08;0.38;10.6;5;Blanco
8.3;0.33;0.43;9.2;3.38;0.47;9.3;5;Blanco
6.8;0.34;0.44;6.6;3.14;0.41;9.6;5;Blanco
6.8;0.33;0.44;7;3.14;0.42;9.5;5;Blanco
6.3;0.28;0.24;8.45;3.39;0.57;9.7;7;Blanco
11.8;0.23;0.38;11.1;2.93;0.55;9.7;3;Blanco
6.8;0.21;0.27;18.15;3.3;0.36;8.7;5;Blanco
6.8;0.21;0.27;18.15;3.3;0.36;8.7;5;Blanco
8.6;0.485;0.29;4.1;3.01;0.38;12.4;5;Blanco
8.6;0.485;0.29;4.1;3.01;0.38;12.4;5;Blanco
7.3;0.29;0.29;4.6;3.07;0.26;10.6;6;Blanco
6.8;0.21;0.27;18.15;3.3;0.36;8.7;5;Blanco
6.7;0.31;0.31;4.9;3.36;0.82;12;7;Blanco
7.3;0.29;0.37;8.3;3.12;0.47;9;5;Blanco
5.7;0.46;0.46;1.4;3.13;0.47;8.8;5;Blanco
6.8;0.28;0.44;11.5;3.22;0.56;9.5;5;Blanco
6.7;0.23;0.33;1.8;3.32;0.4;10.8;6;Blanco
6.9;0.17;0.25;1.6;3.16;0.48;11.4;5;Blanco
7.6;0.18;0.36;2.4;3.6;0.46;10.3;5;Blanco
6.6;0.22;0.28;4.9;3.3;0.75;9.5;6;Blanco
7.8;0.27;0.28;1.8;3.15;0.44;9.9;5;Blanco
7.7;0.28;0.29;4.3;3.16;0.39;10.2;5;Blanco
7.6;0.29;0.29;4.4;3.16;0.39;10.2;5;Blanco
5.7;0.32;0.18;1.4;3.44;0.37;11;6;Blanco
7.1;0.33;0.25;1.6;3.22;0.34;12.1;7;Blanco
7.3;0.34;0.3;1.3;3.26;0.51;9.1;6;Blanco
6.5;0.19;0.26;5.2;3.26;0.68;9.5;6;Blanco
6.6;0.23;0.27;5.6;3.27;0.76;9.5;5;Blanco
6.6;0.27;0.29;5.3;3.31;0.79;9.8;5;Blanco
6.6;0.22;0.28;4.9;3.3;0.75;9.5;6;Blanco
7.6;0.18;0.36;2.4;3.6;0.46;10.3;5;Blanco
6.8;0.36;0.32;1.6;3.3;0.67;9.6;5;Blanco
7;0.22;0.39;2.1;3.52;0.54;10.2;6;Blanco
5.9;0.17;0.3;1.4;3.68;0.72;10.5;6;Blanco
7.4;0.45;0.32;7.1;3.32;0.41;10.4;4;Blanco
6.8;0.36;0.32;1.6;3.3;0.67;9.6;5;Blanco
7.5;0.42;0.14;10.7;3.22;0.33;10.7;5;Blanco
7.5;0.33;0.32;11.1;3.15;0.34;10.5;6;Blanco
9.4;0.3;0.32;10.7;2.85;0.42;10.6;5;Blanco
7.9;0.17;0.32;1.6;3.29;0.76;9.6;6;Blanco
7.9;0.17;0.32;1.6;3.29;0.76;9.6;6;Blanco
8.2;0.17;0.32;1.5;3.14;0.58;9.5;5;Blanco
8.3;0.17;0.31;1.5;3.12;0.58;9.4;6;Blanco
8.7;0.15;0.3;1.6;3.22;0.38;9.8;6;Blanco
7.9;0.17;0.32;1.6;3.29;0.76;9.6;6;Blanco
7.2;0.25;0.19;8;3.16;0.44;9.2;5;Blanco
7.2;0.24;0.19;7.7;3.17;0.38;9.5;5;Blanco
5.3;0.76;0.03;2.7;3.34;0.38;9.2;5;Blanco
6.6;0.22;0.53;15.1;2.94;0.35;9.4;5;Blanco
6.6;0.22;0.53;15.1;2.94;0.35;9.4;5;Blanco
8.4;0.28;0.4;8.9;3.4;0.46;9.3;5;Blanco
6.8;0.32;0.34;6;3.19;0.4;9.1;5;Blanco
6.7;0.24;0.33;12.3;3.36;0.4;9.5;5;Blanco
7.4;0.18;0.36;13.1;3.42;0.35;9.1;6;Blanco
6;0.16;0.3;6.7;3.63;0.46;10.6;5;Blanco
6.7;0.24;0.33;12.3;3.36;0.4;9.5;5;Blanco
6.8;0.28;0.35;2.3;3.19;0.56;12.4;6;Blanco
6.2;0.34;0.3;11.1;3.18;0.49;8.7;5;Blanco
6;0.27;0.15;1.5;3.12;0.45;8.8;5;Blanco
6;0.16;0.3;6.7;3.63;0.46;10.6;5;Blanco
6.8;0.32;0.34;6;3.19;0.4;9.1;5;Blanco
8.5;0.24;0.47;15.2;3.02;0.66;9;5;Blanco
8.1;0.24;0.33;10.2;3.16;0.48;10.3;6;Blanco
7.4;0.18;0.36;13.1;3.42;0.35;9.1;6;Blanco
7.7;0.23;0.31;10.7;3.12;0.55;9.5;6;Blanco
6.5;0.22;0.25;17.1;3.3;0.37;8.8;5;Blanco
6.5;0.22;0.25;17.1;3.3;0.37;8.8;5;Blanco
6.5;0.22;0.25;17.1;3.3;0.37;8.8;5;Blanco
5.7;0.33;0.15;1.9;3.38;0.62;9.9;5;Blanco
7.7;0.23;0.31;10.7;3.12;0.55;9.5;6;Blanco
6.5;0.22;0.25;17.1;3.3;0.37;8.8;5;Blanco
6.8;0.2;0.27;1.2;3.14;0.37;11.7;4;Blanco
7.7;0.26;0.32;1.2;3.21;0.56;10.8;5;Blanco
6.4;0.2;0.32;3.1;3.43;0.42;12;6;Blanco
8;0.16;0.36;1.5;3.2;0.39;10.3;4;Blanco
6.8;0.25;0.27;10.7;3.05;0.38;9;5;Blanco
7.7;0.39;0.28;4.9;3.19;0.58;12.2;7;Blanco
6.9;0.26;0.33;12.6;3.39;0.38;9.9;5;Blanco
6.8;0.25;0.27;10.7;3.05;0.38;9;5;Blanco
7.7;0.39;0.28;4.9;3.19;0.58;12.2;7;Blanco
6;0.28;0.22;12.15;3.2;0.46;10.1;5;Blanco
6.5;0.43;0.28;12;3.31;0.55;9.3;5;Blanco
9.1;0.33;0.38;1.7;3.1;0.7;9.5;5;Blanco
5.9;0.5;0.05;2.6;3.43;0.5;9.2;6;Blanco
6.8;0.28;0.39;1.4;3.27;0.72;11.7;5;Blanco
7;0.35;0.24;1.9;3.35;0.38;11;5;Blanco
7.1;0.22;0.32;16.9;3.37;0.38;9.6;6;Blanco
7.1;0.22;0.32;16.9;3.37;0.38;9.6;6;Blanco
8.3;0.24;0.27;2.1;2.99;0.68;11.9;6;Blanco
6.8;0.26;0.32;7;3.25;0.52;10.8;6;Blanco
7.2;0.16;0.26;7.1;3.38;0.55;10.1;5;Blanco
7.9;0.18;0.36;5.9;3.25;0.52;10.9;6;Blanco
7.2;0.16;0.26;7.1;3.38;0.55;10.1;5;Blanco
5.5;0.24;0.32;8.7;3.27;0.31;10.4;5;Blanco
7.1;0.33;0.64;13.2;3.05;0.39;9.2;5;Blanco
7.7;0.28;0.35;15.3;3.27;0.5;9.6;5;Blanco
7.7;0.28;0.35;15.3;3.27;0.5;9.6;5;Blanco
7.5;0.26;0.52;13.2;3.1;0.46;9;5;Blanco
6.5;0.14;0.32;2.7;3.4;0.74;11.5;7;Blanco
8.2;0.21;0.32;10.65;3.17;0.48;10.2;6;Blanco
7.2;0.2;0.31;10;3.4;0.42;9.9;6;Blanco
7.2;0.115;0.3;6.8;3.44;0.4;9.6;6;Blanco
6.4;0.29;0.2;15.6;3.1;0.54;10.6;5;Blanco
7.1;0.33;0.64;13.2;3.05;0.39;9.2;5;Blanco
6.8;0.24;0.34;5.1;3.24;0.46;11.8;6;Blanco
7;0.24;0.34;3;3.18;0.43;12.2;6;Blanco
7.7;0.28;0.35;15.3;3.27;0.5;9.6;5;Blanco
7;0.22;0.33;2.1;3.2;0.41;10.6;6;Blanco
7.5;0.18;0.39;1.9;3.27;0.45;10.3;6;Blanco
9.8;0.93;0.45;8.6;3.12;0.59;10.2;4;Blanco
7.8;0.29;0.33;8.75;3.11;0.46;10.7;5;Blanco
7.9;0.28;0.32;3.6;3.05;0.31;11.7;4;Blanco
8.5;0.25;0.27;4.7;3.01;0.33;12;6;Blanco
7.4;0.18;0.27;1.3;3.52;0.66;10.6;6;Blanco
6.3;0.24;0.37;1.8;3.3;0.34;12.2;4;Blanco
6;0.33;0.38;9.7;3.47;0.48;11;6;Blanco
6.8;0.37;0.28;4;3.23;0.46;12.4;7;Blanco
9.9;0.49;0.23;2.4;2.77;0.44;9.4;6;Blanco
8.5;0.25;0.27;4.7;3.01;0.33;12;6;Blanco
8.4;0.22;0.28;18.8;2.96;0.35;11.6;5;Blanco
7;0.35;0.31;1.8;3.18;0.47;9.4;5;Blanco
7;0.35;0.31;1.8;3.18;0.47;9.4;5;Blanco
7.4;0.19;0.3;12.8;3.14;0.49;9.1;7;Blanco
7.4;0.19;0.3;12.8;3.14;0.49;9.1;7;Blanco
7.4;0.19;0.3;12.8;3.14;0.49;9.1;7;Blanco
7.4;0.19;0.3;12.8;3.14;0.49;9.1;7;Blanco
7.4;0.19;0.3;12.8;3.14;0.49;9.1;7;Blanco
6.9;0.32;0.13;7.8;3.23;0.37;9.2;5;Blanco
7.6;0.32;0.58;16.75;3.15;0.54;9.2;5;Blanco
7.4;0.19;0.3;12.8;3.14;0.49;9.1;7;Blanco
7.4;0.19;0.3;12.8;3.14;0.49;9.1;7;Blanco
6.9;0.32;0.13;7.8;3.23;0.37;9.2;5;Blanco
6;0.34;0.24;5.4;3.25;0.44;9;7;Blanco
7.6;0.32;0.58;16.75;3.15;0.54;9.2;5;Blanco
7.7;0.24;0.31;1.3;3.22;0.55;10.8;6;Blanco
8;0.36;0.43;10.1;3.4;0.46;9.5;6;Blanco
7.4;0.29;0.25;3.8;3.11;0.4;11;6;Blanco
6.6;0.32;0.27;10.9;3.24;0.47;10;5;Blanco
6.3;0.3;0.24;6.6;3.22;0.47;9.5;5;Blanco
6.4;0.33;0.24;9.8;3.29;0.47;10.1;6;Blanco
7.5;0.18;0.31;11.7;3.19;0.44;9.5;7;Blanco
6.5;0.39;0.81;1.2;3.08;0.53;9.5;5;Blanco
6.8;0.25;0.18;1.4;3.11;0.42;9.5;5;Blanco
6.4;0.18;0.32;9.6;3.35;0.49;9.4;6;Blanco
7.1;0.18;0.32;12.2;2.92;0.54;9.4;6;Blanco
7.6;0.27;0.42;2.6;3.31;0.51;12.7;6;Blanco
9.2;0.23;0.35;10.7;3.09;0.32;9.7;5;Blanco
7.9;0.28;0.41;4.9;3.27;0.51;9.7;6;Blanco
7.1;0.18;0.32;12.2;2.92;0.54;9.4;6;Blanco
6.4;0.18;0.32;9.6;3.35;0.49;9.4;6;Blanco
6.8;0.25;0.18;1.4;3.11;0.42;9.5;5;Blanco
7;0.22;0.26;1.1;3.1;0.38;11.7;6;Blanco
7.3;0.18;0.29;1;3.09;0.37;11.7;6;Blanco
7.1;0.26;0.19;8.2;3.16;0.52;9.7;5;Blanco
6.6;0.25;0.42;11.3;3.24;0.52;9.5;6;Blanco
6.4;0.24;0.23;7.3;3.25;0.53;9.1;5;Blanco
6;0.28;0.27;2.3;3.23;0.67;10.3;6;Blanco
7.1;0.26;0.19;8.2;3.16;0.52;9.7;5;Blanco
7.8;0.24;0.38;2.1;3.21;0.55;9.9;5;Blanco
7.6;0.27;0.33;2;3.22;0.56;9.9;5;Blanco
7.7;0.39;0.34;10;3.26;0.6;10.2;5;Blanco
8.9;0.24;0.33;15.75;3;0.37;12.1;6;Blanco
6.6;0.23;0.24;3.9;3.15;0.64;11.3;7;Blanco
7.1;0.26;0.3;2;3.19;0.49;11.4;5;Blanco
7;0.32;0.35;1.5;3.17;0.64;12.2;6;Blanco
7.4;0.24;0.26;1.6;3.18;0.5;9.9;7;Blanco
6.9;0.21;0.33;1.4;3.63;0.78;10.3;6;Blanco
7;0.32;0.35;1.5;3.17;0.64;12.2;6;Blanco
7.4;0.17;0.29;1.4;3.52;0.65;10.4;6;Blanco
7.1;0.26;0.3;2;3.19;0.49;11.4;5;Blanco
8.5;0.28;0.34;13.8;3.13;0.4;9.9;6;Blanco
7.8;0.3;0.37;1.3;3.32;0.62;10;5;Blanco
8.1;0.25;0.38;3.8;3.21;0.38;11.5;6;Blanco
7.7;0.28;0.29;6.9;3.44;0.6;10.5;6;Blanco
6.5;0.24;0.36;2.2;3.28;0.36;12.5;7;Blanco
7;0.22;0.32;1.6;2.98;0.44;10.5;6;Blanco
8.5;0.28;0.34;13.8;3.13;0.4;9.9;6;Blanco
8;0.45;0.28;10.8;3.06;0.47;11.4;7;Blanco
6.9;0.23;0.33;12.8;3.42;0.42;9.8;6;Blanco
8;0.45;0.28;10.8;3.06;0.47;11.4;7;Blanco
7.6;0.23;0.26;15.3;3.03;0.44;9.2;4;Blanco
7.7;0.28;0.58;12.1;3.08;0.46;8.9;5;Blanco
7.7;0.27;0.61;12;3.07;0.46;8.9;5;Blanco
7.1;0.2;0.36;11.6;2.92;0.59;9.5;7;Blanco
6.9;0.25;0.35;9.2;3.21;0.36;11.5;6;Blanco
7.1;0.2;0.36;11.6;2.92;0.59;9.5;7;Blanco
6.9;0.25;0.35;9.2;3.21;0.36;11.5;6;Blanco
8.4;0.2;0.31;2.8;2.96;0.45;9.5;6;Blanco
6.5;0.39;0.35;1.6;3.35;0.51;9.7;5;Blanco
7.2;0.23;0.38;6.1;3.17;0.79;9.7;5;Blanco
6.9;0.44;0.42;8.5;3.32;0.46;9.5;6;Blanco
7.1;0.28;0.19;7.8;3.16;0.5;9.4;5;Blanco
6.4;0.34;0.2;14.9;3.13;0.45;9;4;Blanco
6.1;0.15;0.29;6.2;3.6;0.44;10.6;6;Blanco
6.9;0.44;0.42;8.5;3.32;0.46;9.5;6;Blanco
7.2;0.29;0.18;8.2;3.16;0.49;9.1;5;Blanco
7.1;0.28;0.19;7.8;3.16;0.5;9.4;5;Blanco
6.1;0.23;0.45;10.6;3.05;0.54;8.8;5;Blanco
6.7;0.23;0.42;11.2;3.54;0.74;10.4;5;Blanco
7;0.36;0.14;11.6;3.13;0.51;8.9;5;Blanco
7.5;0.31;0.24;7.1;3.16;0.38;10.6;7;Blanco
6.4;0.34;0.2;14.9;3.13;0.45;9;4;Blanco
6.1;0.15;0.29;6.2;3.6;0.44;10.6;6;Blanco
7.4;0.2;0.29;1.7;3.28;0.45;10.6;6;Blanco
6.3;0.27;0.18;7.7;3.23;0.47;9;5;Blanco
9.2;0.34;0.54;17.3;3.08;0.61;8.8;6;Blanco
7.4;0.18;0.29;1.4;3.54;0.6;10.5;7;Blanco
7.2;0.29;0.2;7.7;3.16;0.52;9.5;5;Blanco
6.3;0.27;0.18;7.7;3.23;0.47;9;5;Blanco
6.2;0.26;0.19;3.4;3.14;0.43;10.4;6;Blanco
7.3;0.21;0.21;1.6;3.38;0.46;10;6;Blanco
7.1;0.14;0.35;1.4;2.97;0.68;10.4;5;Blanco
7.2;0.39;0.54;1.4;3.11;0.53;9;6;Blanco
7.6;0.48;0.28;10.4;3.24;0.45;9.3;5;Blanco
7.2;0.39;0.54;1.4;3.11;0.53;9;6;Blanco
7.6;0.48;0.28;10.4;3.24;0.45;9.3;5;Blanco
6.5;0.36;0.31;4.1;3.18;0.45;9;6;Blanco
8.5;0.25;0.31;2.8;3.06;0.44;11.5;6;Blanco
6.9;0.3;0.21;15.7;3.11;0.48;9;5;Blanco
6.6;0.19;0.43;10.9;3.52;0.77;10.4;6;Blanco
6.9;0.3;0.21;15.7;3.11;0.48;9;5;Blanco
9.4;0.42;0.32;6.5;3.08;0.43;10.6;5;Blanco
6.6;0.19;0.43;10.9;3.52;0.77;10.4;6;Blanco
6.3;0.2;0.3;5.9;3.47;0.4;8.5;6;Blanco
8.5;0.19;0.56;17.3;3.07;0.67;9.3;6;Blanco
7.3;0.19;0.25;1.4;3.53;0.66;10.5;7;Blanco
6.7;0.25;0.26;13.5;3.39;0.46;9.9;6;Blanco
6.2;0.25;0.28;8.5;3.4;0.42;10.4;6;Blanco
6.1;0.46;0.32;6.2;3.35;0.47;10.1;5;Blanco
7.3;0.19;0.25;1.4;3.53;0.66;10.5;7;Blanco
7.5;0.29;0.26;14.95;3.04;0.49;9.2;4;Blanco
6.7;0.31;0.18;7.7;3.17;0.44;9.4;6;Blanco
7.4;0.14;0.3;1.3;3.53;0.39;10.6;6;Blanco
6.7;0.31;0.18;7.7;3.17;0.44;9.4;6;Blanco
7.1;0.4;0.52;1.3;3.08;0.56;8.7;5;Blanco
6.4;0.16;0.25;1.3;3.61;0.54;10.2;6;Blanco
6.3;0.16;0.22;1.3;3.61;0.55;10.3;6;Blanco
7.4;0.33;0.26;15.6;3.06;0.68;9.5;5;Blanco
7.4;0.33;0.26;15.6;3.06;0.68;9.5;5;Blanco
7.4;0.33;0.26;15.6;3.06;0.68;9.5;5;Blanco
7.4;0.33;0.26;15.6;3.06;0.68;9.5;5;Blanco
6.6;0.41;0.24;4.9;3.17;0.49;9.4;5;Blanco
6.7;0.43;0.23;5;3.17;0.49;9.4;5;Blanco
7.4;0.33;0.26;15.6;3.06;0.68;9.5;5;Blanco
7.3;0.4;0.28;6.5;3.16;0.58;12.6;7;Blanco
7.4;0.18;0.24;1.4;3.52;0.64;10.5;7;Blanco
8.6;0.17;0.28;2.7;3.1;0.56;10.8;6;Blanco
6.5;0.32;0.23;1.2;3.18;0.46;9.9;6;Blanco
7.3;0.4;0.28;6.5;3.16;0.58;12.6;7;Blanco
7;0.32;0.31;6.4;3.38;0.58;12.2;7;Blanco
7.5;0.42;0.19;6.9;3.23;0.37;10;6;Blanco
6.9;0.28;0.31;7.2;3.29;0.57;10.6;7;Blanco
6.5;0.29;0.42;10.6;3.24;0.53;9.5;6;Blanco
6.3;0.41;0.18;3.5;3.34;0.54;12.8;8;Blanco
7;0.32;0.31;6.4;3.38;0.58;12.2;7;Blanco
7.3;0.3;0.33;2.3;3.34;0.44;12.6;7;Blanco
6.6;0.22;0.28;12.05;3.45;0.45;9.4;5;Blanco
6;0.26;0.18;7;3.21;0.43;9;5;Blanco
6.9;0.44;0.18;11.8;3.23;0.48;9.1;5;Blanco
7.5;0.42;0.2;1.4;3.06;0.4;9.4;6;Blanco
7;0.36;0.3;5;3.33;0.42;12.2;7;Blanco
5.6;0.295;0.2;2.2;3.21;0.68;10;5;Blanco
6.8;0.21;0.55;14.6;2.93;0.44;9.2;5;Blanco
9.4;0.28;0.3;1.6;3.11;0.49;9.3;5;Blanco
8.1;0.28;0.34;1.3;3.14;0.5;9.8;6;Blanco
6.8;0.21;0.55;14.6;2.93;0.44;9.2;5;Blanco
7;0.22;0.26;2.8;3.34;0.41;12;7;Blanco
9.4;0.28;0.3;1.6;3.11;0.49;9.3;5;Blanco
6.8;0.32;0.3;3.3;3.33;0.63;12.6;7;Blanco
7;0.19;0.33;6.3;3.31;0.38;12.2;6;Blanco
7.7;0.42;0.38;8.1;3.4;0.58;11;6;Blanco
7.4;0.2;0.31;1.6;3.25;0.39;12;7;Blanco
7.5;0.24;0.62;10.6;3.16;0.44;8.8;5;Blanco
7.5;0.26;0.59;11.8;3.17;0.46;8.9;4;Blanco
6.6;0.4;0.32;1.7;3.59;0.48;12.7;7;Blanco
8;0.2;0.3;8.1;3.1;0.67;11.8;6;Blanco
4.6;0.445;0;1.4;3.79;0.55;10.2;5;Blanco
6.1;0.41;0.04;1.3;3.24;0.61;9.9;6;Blanco
7.6;0.2;0.34;1.8;3.35;0.66;11.1;6;Blanco
6.9;0.3;0.21;7.2;3.22;0.48;9.4;5;Blanco
7;0.35;0.17;1.1;3.13;0.36;9.7;6;Blanco
6.9;0.35;0.55;11.95;3.11;0.29;9.7;5;Blanco
7;0.35;0.17;1.1;3.13;0.36;9.7;6;Blanco
6.9;0.35;0.55;11.95;3.11;0.29;9.7;5;Blanco
7.6;0.3;0.4;2.2;3.19;0.53;9.8;5;Blanco
7.5;0.38;0.29;12.7;3.25;0.59;9.3;6;Blanco
7.5;0.3;0.32;1.4;2.95;0.42;10.5;5;Blanco
6.3;0.4;0.32;10.6;3.47;0.59;9.3;6;Blanco
6.8;0.37;0.28;1.9;3.45;0.6;12.6;8;Blanco
7.5;0.23;0.35;17.8;3.44;0.43;8.9;5;Blanco
8.3;0.27;0.34;10.2;3.18;0.51;10.3;5;Blanco
6.8;0.26;0.22;4.8;3.29;0.67;10.6;5;Blanco
6.5;0.28;0.35;9.8;3.15;0.57;9;4;Blanco
7.2;0.34;0.3;8.4;3.48;0.62;9.7;5;Blanco
7;0.23;0.26;7.2;3.22;0.55;9.5;6;Blanco
7.7;0.29;0.29;4.8;3.49;0.59;10.3;6;Blanco
7.2;0.34;0.3;8.4;3.48;0.62;9.7;5;Blanco
7.7;0.4;0.27;4.5;3.21;0.59;12.3;8;Blanco
6.7;0.17;0.27;1.4;3.4;0.52;10.5;5;Blanco
7;0.23;0.26;7.2;3.22;0.55;9.5;6;Blanco
8.1;0.24;0.26;11;3.11;0.49;10;6;Blanco
7.7;0.28;0.63;11.1;3.08;0.44;8.8;4;Blanco
7.5;0.23;0.29;2.6;3;0.54;10.9;6;Blanco
8.3;0.26;0.31;2;2.95;0.77;12.2;6;Blanco
7.9;0.46;0.4;10.1;3.06;0.62;9.5;5;Blanco
7.9;0.31;0.22;13.3;3.47;0.59;10;5;Blanco
7.9;0.25;0.34;11.4;3.11;0.57;9.6;6;Blanco
6.1;0.28;0.16;1.3;3.13;0.46;8.7;6;Blanco
7;0.18;0.26;1.4;3.39;0.48;10.7;7;Blanco
6.5;0.21;0.28;1.4;3.43;0.48;11.1;6;Blanco
7.6;0.48;0.33;7;3.25;0.45;12.5;7;Blanco
7.1;0.34;0.32;2;3.3;0.5;10.4;6;Blanco
8.9;0.21;0.37;1.2;3.2;0.37;11.5;5;Blanco
7.4;0.32;0.27;12.9;3.05;0.66;9.4;5;Blanco
6;0.495;0.27;5;3.03;0.36;9.3;5;Blanco
8.1;0.25;0.34;10.1;3.17;0.49;10.1;6;Blanco
8.2;0.25;0.46;3.75;3.28;0.58;9.7;5;Blanco
6.5;0.18;0.29;1.7;3.49;0.5;10.5;6;Blanco
6.7;0.24;0.26;12.6;3.42;0.42;9.7;5;Blanco
6.6;0.32;0.24;1.3;3.59;0.51;9.2;5;Blanco
7.6;0.32;0.35;1.6;3.19;0.44;9.8;5;Blanco
7.4;0.33;0.44;7.6;3.12;0.52;9;5;Blanco
7.2;0.3;0.3;8.1;3.15;0.49;9.1;6;Blanco
7.4;0.34;0.3;14.9;3.25;0.37;10.4;6;Blanco
6.1;0.16;0.29;6;3.68;0.46;10.7;6;Blanco
6.3;0.1;0.24;6;3.59;0.49;10.5;7;Blanco
6.2;0.45;0.73;7.2;3.21;0.43;9.2;5;Blanco
